Instance,Income
112432,28846.184412240003
112433,149176.9724289
112434,28123.16328050998
112435,57011.6447493
112436,60994.77129279999
112437,64108.87143259998
112438,112137.26263289998
112439,35006.12614163
112440,265050.2643520001
112441,56598.190711190015
112442,301447.7482060004
112443,59278.499778000005
112444,35557.786938080026
112445,68873.27154778603
112446,430208.4801289998
112447,679954.5897569999
112448,56254.09026640004
112449,82774.29899799998
112450,25349.788663119998
112451,115913.24159350006
112452,36780.342265479994
112453,35484.367688980004
112454,108716.25356989994
112455,725977.0068530005
112456,55012.867819
112457,164216.8855278
112458,97224.13543840004
112459,53419.4984003
112460,50511.18618419999
112461,408188.5249780001
112462,111847.19537170003
112463,62825.47537970001
112464,66312.6242544
112465,115262.58178450003
112466,155509.06863589992
112467,35329.41420041002
112468,23925.901414359992
112469,54242.34992960002
112470,29006.30154622
112471,43185.82560874003
112472,172489.8270853
112473,70017.04419132003
112474,29268.61897622
112475,81400.64440000002
112476,79156.15684960005
112477,53591.11730289999
112478,81125.62731609997
112479,40978.062324594
112480,56435.00083509999
112481,200406.6942288999
112482,56835.88835659999
112483,434841.97043100017
112484,59573.63168279998
112485,111498.50456329992
112486,19360.277976850004
112487,23102.19914569001
112488,140784.95194600002
112489,44838.5413652
112490,336612.24454400013
112491,93281.27302179996
112492,38843.33965644999
112493,343795.8906014998
112494,23410.94369668
112495,21573.573480052994
112496,18535.20083318699
112497,224703.4921930001
112498,26180.078593340015
112499,47379.2291744
112500,20041.117869002992
112501,64610.46517519998
112502,66460.53432020004
112503,48805.07712450001
112504,53662.15265070002
112505,24119.72074468
112506,64993.333393500056
112507,119434.34184619998
112508,57917.34891480002
112509,24420.002098320005
112510,26505.284548476
112511,120332.32047260005
112512,28742.89967277001
112513,39781.812543900014
112514,37457.3926561
112515,93821.94854759998
112516,81771.40654740005
112517,21856.086819442007
112518,83511.4414523
112519,25720.342877829993
112520,32850.74174454001
112521,145593.6688381
112522,63478.04136670001
112523,39718.42811534
112524,63857.43116449997
112525,21653.701172910005
112526,42795.83848238001
112527,35157.92494531999
112528,31423.331368549996
112529,31264.363919980005
112530,87575.04665180002
112531,166835.67023010008
112532,181858.59619839996
112533,117338.19296310002
112534,238912.81597900006
112535,70259.0187179
112536,112529.66842730003
112537,53956.69899639999
112538,11254.9092645201
112539,166137.92833390008
112540,27497.334875155004
112541,84830.54540650001
112542,256426.60416600012
112543,89388.96057449999
112544,195578.43012220005
112545,29989.871627970013
112546,19740.850899809982
112547,120429.5247471
112548,517189.82260899985
112549,82323.39234169999
112550,80535.68175300003
112551,19780.919133150004
112552,121962.79963899996
112553,35779.15160709999
112554,72430.1826538
112555,23209.665488259998
112556,69730.80033219994
112557,67764.5137832
112558,118663.37553289993
112559,46848.93765270001
112560,43067.74349241999
112561,176033.54602230003
112562,19308.049737487003
112563,124682.3071876
112564,354999.04839599977
112565,129791.64623449995
112566,36359.85301511001
112567,25069.360302719997
112568,24674.021922189993
112569,106915.74163539999
112570,24359.99592790001
112571,121405.03060069999
112572,148859.7303245
112573,19383.034605130008
112574,75730.29862460002
112575,74380.23812640001
112576,55606.43858160003
112577,346360.9607670001
112578,343500.3145699998
112579,97012.25633729996
112580,151030.21744950002
112581,35033.36344892
112582,25092.54965964
112583,21658.800475390002
112584,242864.0986619999
112585,64497.35108659999
112586,17346.637245589995
112587,135199.21486849993
112588,82552.59425159998
112589,228143.72952120003
112590,19805.39314809999
112591,163425.33797760008
112592,28845.155606377306
112593,33532.25269354999
112594,36530.01633900001
112595,35835.342410199984
112596,55559.97242320003
112597,51991.44665459998
112598,41687.39983230001
112599,13197.143472426013
112600,25518.108091429993
112601,113536.51931549996
112602,37833.01706739999
112603,68004.18798640001
112604,182587.1788650999
112605,38240.1569676
112606,55445.39352470001
112607,48932.005627900005
112608,93527.23949179999
112609,154675.1690642
112610,78739.4859989
112611,183728.661646
112612,164625.79478089995
112613,102211.20200599996
112614,192859.43004620008
112615,64065.04205920001
112616,86250.688398
112617,94577.3531159
112618,348753.9840690002
112619,29217.203478
112620,17333.124994451002
112621,17994.600218580003
112622,115664.14823199999
112623,72925.75286770001
112624,24333.698365139993
112625,31219.82730425
112626,131751.96029949997
112627,28279.06677520999
112628,38605.0366521
112629,34870.55749577001
112630,33205.864639850006
112631,65826.22276429996
112632,209345.12061500002
112633,142788.49806030004
112634,41784.812083399986
112635,40307.827582299986
112636,109830.81923700005
112637,173409.03742589997
112638,11405.511111650007
112639,73304.33968570002
112640,35998.779427730005
112641,24784.700730419987
112642,188927.07923739997
112643,61344.0349405
112644,108688.75491880003
112645,42862.61281374
112646,24334.954862962997
112647,17629.461713940014
112648,46515.81377489999
112649,21140.014155759993
112650,21483.44320947
112651,53928.948354300024
112652,14278.457098010002
112653,24167.68343849099
112654,35854.209134
112655,28595.617925739996
112656,25752.014837210005
112657,280568.27172099997
112658,564985.681642
112659,124832.9997158
112660,35406.112093899996
112661,190729.91193329997
112662,71986.7024942
112663,92606.0462273
112664,224264.56653099996
112665,496080.91167699976
112666,103505.09699169997
112667,37613.07278589998
112668,32544.139958820004
112669,134623.0896501
112670,16899.038574829985
112671,240437.50032100003
112672,118597.58748349991
112673,70678.47000410003
112674,23760.460344119994
112675,51559.845201400014
112676,44285.69293410003
112677,62011.046855400025
112678,33125.724937440005
112679,100829.74235970007
112680,122817.49100670005
112681,20708.910450670013
112682,111042.57113489999
112683,19077.532014359997
112684,241780.78531799998
112685,27800.421892899998
112686,48144.559309599994
112687,28668.065839390016
112688,38779.24334976
112689,115217.5643155
112690,47431.12686990002
112691,52783.33971160001
112692,27880.971947120004
112693,126232.30785230003
112694,21732.610783340013
112695,146965.78324379993
112696,189838.55670699995
112697,100735.5812757
112698,73934.00074990003
112699,237811.6023266001
112700,202992.91974250003
112701,359434.87281000026
112702,112619.39105069997
112703,22406.427396239997
112704,39477.09065641999
112705,264331.46290899994
112706,64261.85237940002
112707,35241.678462420015
112708,123070.28486369994
112709,154046.56052800003
112710,52169.656726199995
112711,76251.45169010003
112712,32540.381670643008
112713,60708.382232300064
112714,93943.3934515
112715,111453.15132380005
112716,25090.33547626601
112717,16744.013074863
112718,70529.3117284
112719,50599.36013040002
112720,23415.19589292
112721,36652.9128251
112722,31854.710018089976
112723,34029.070702920006
112724,33031.29613222001
112725,61250.79756080001
112726,21941.116883822993
112727,64895.332368200034
112728,126076.7510290001
112729,42006.197016499944
112730,21370.684109286
112731,46536.1286583
112732,15300.918562810006
112733,46810.886723399984
112734,159691.46328159998
112735,16983.222814819997
112736,72275.77357219996
112737,53515.33499309998
112738,339730.452184
112739,55438.758191400004
112740,90538.43749179998
112741,24279.039080650007
112742,27141.01096523001
112743,30194.714744729987
112744,106503.01692070001
112745,173751.76441379997
112746,26619.00319334
112747,97524.30566550001
112748,390832.719569
112749,42258.999219299985
112750,17335.33457463399
112751,317420.852278
112752,45768.88504279003
112753,29226.792320799985
112754,48228.49007049999
112755,34766.92485134001
112756,55671.90607060003
112757,77596.95524500002
112758,33788.89155990001
112759,12083.636965064152
112760,42281.30867830001
112761,82702.250072
112762,358259.5492659999
112763,30890.25948488001
112764,131245.7437407
112765,15628.008479454993
112766,67496.67587059998
112767,869420.7161150001
112768,31044.24931516999
112769,79240.95873719998
112770,32381.144376859986
112771,75418.80644419993
112772,54522.931699669985
112773,102833.4982078
112774,27624.582534109995
112775,40980.918639300035
112776,30818.563737669996
112777,25710.2280275
112778,681321.4916929998
112779,158823.92458229992
112780,160821.04514629996
112781,107540.56201489997
112782,51720.767228799996
112783,28473.069250779994
112784,27851.292856360003
112785,29672.701731869987
112786,93762.16862700004
112787,52516.74952050002
112788,37666.27106573997
112789,89199.2189477
112790,154041.57776170003
112791,137922.6348117
112792,22340.523912240005
112793,47499.42434699999
112794,542515.2035370003
112795,19465.447883119992
112796,59311.0173785
112797,44905.61304368
112798,53793.790873399994
112799,140460.35171629992
112800,42607.179518989986
112801,31588.323879169995
112802,182153.2355654
112803,524489.7988659999
112804,29944.38456203998
112805,42991.538960099984
112806,22994.335001040003
112807,19919.877838489996
112808,257809.48452699996
112809,30526.642281400003
112810,176613.91385220003
112811,132353.8291364
112812,68503.7584562
112813,168899.63924300004
112814,40776.502487699996
112815,56601.786907600006
112816,23815.966105219995
112817,76424.46005309997
112818,71777.33745139997
112819,57986.10523850001
112820,297342.45322400006
112821,16789.619803699996
112822,36193.8744973
112823,34056.54050947
112824,60054.48317343
112825,41783.7872609
112826,52407.022806299996
112827,49453.45589300001
112828,61482.7246458
112829,18830.097831170995
112830,56319.71108329999
112831,76945.3991756999
112832,58933.0762891
112833,129183.69732450003
112834,32143.355809490007
112835,133364.7151619
112836,32179.810701949988
112837,162822.32906499994
112838,423060.7894830001
112839,42435.01306781001
112840,122683.1831270999
112841,68121.06488399998
112842,197864.740465
112843,67913.99794710003
112844,44103.703267859986
112845,16498.732670500012
112846,272460.26421100006
112847,36848.33090632001
112848,198396.5904697
112849,121881.52144999997
112850,178705.08336830002
112851,165052.18277859996
112852,20642.11465541
112853,287308.757287
112854,37235.8162185
112855,341703.425152
112856,31024.22454081002
112857,36099.36860732999
112858,29141.136807910007
112859,133320.31677199996
112860,51259.47123599998
112861,195697.58735500008
112862,29155.62989975801
112863,61225.35938090004
112864,160401.70391909996
112865,18471.160948588993
112866,235771.34946499995
112867,20104.613049910004
112868,48430.89940891002
112869,85354.50677180002
112870,75384.77491120003
112871,141379.03347369994
112872,21136.007876123018
112873,192366.70775169999
112874,93125.23062862997
112875,78421.0524506
112876,217952.11834100008
112877,40710.321768139984
112878,366952.37019600003
112879,300863.26011199993
112880,32462.606190680006
112881,37528.82523239
112882,552760.4879829999
112883,34894.193199589994
112884,14746.050293659991
112885,67453.57241039997
112886,89452.67663470002
112887,23085.759385580008
112888,119718.94596129999
112889,88600.90843940002
112890,181253.95470770006
112891,151702.00869820005
112892,49581.1303802
112893,42835.962425300015
112894,295223.0453390001
112895,21603.45709347001
112896,12231.954878030503
112897,43926.287881700024
112898,165637.76654130005
112899,22548.414129620014
112900,65402.3281164
112901,54507.28770470003
112902,34563.2343126
112903,177828.815738
112904,189589.216431
112905,38842.303882399996
112906,42965.18913231001
112907,16762.826885410006
112908,15551.840584222704
112909,449849.89366599993
112910,118643.60800590005
112911,58813.59277530001
112912,22423.534046899993
112913,52543.46217579997
112914,20224.187119179995
112915,204698.67585979987
112916,253213.861799
112917,86733.89499169998
112918,55578.590744100016
112919,34176.544892570004
112920,28874.7479724
112921,36614.676212599996
112922,155561.29913979993
112923,102273.89328910003
112924,52408.464142849996
112925,308565.0764345
112926,22465.740898910008
112927,18549.500531390004
112928,39839.21512686098
112929,68748.16066599998
112930,578557.1868490004
112931,66911.97259280001
112932,175154.8187962
112933,25385.98022977
112934,70735.11258619998
112935,50066.68447209998
112936,130320.75162890006
112937,481418.23893500015
112938,44313.7274701
112939,22259.012409259998
112940,66038.35640969999
112941,464453.3062749999
112942,14694.680926490002
112943,271263.2947839999
112944,37828.83143857999
112945,150967.73050099998
112946,62864.50905630001
112947,43089.750448700004
112948,28026.71499735398
112949,32980.23708002
112950,147619.81563749994
112951,33261.68419865
112952,19809.02496013999
112953,23684.72686183
112954,65402.372600600014
112955,11274.018918160597
112956,19421.80784245
112957,26353.314916219984
112958,702637.1239879994
112959,93379.6386175
112960,86391.15014450002
112961,400481.86048499995
112962,82298.06955820003
112963,109861.27956500002
112964,21332.97420587
112965,25151.764190249993
112966,582589.3471309996
112967,37534.03908599998
112968,23320.943257338997
112969,133434.16533889994
112970,16084.150246618
112971,63859.97380590001
112972,174713.55218540004
112973,37623.20977663998
112974,86327.64090789999
112975,36837.50399195
112976,20758.662991340003
112977,21422.92994302999
112978,96094.58887159998
112979,257003.5587059999
112980,695416.5717740002
112981,54889.17933189999
112982,33593.34845828
112983,109626.27886159997
112984,17736.969122035996
112985,28386.359321109998
112986,26853.195264892987
112987,23082.937341020006
112988,30739.15909010998
112989,70397.17622049997
112990,86145.37859740002
112991,39817.590415199986
112992,26688.254562029993
112993,145451.3238507001
112994,22024.771645241
112995,146253.09174119995
112996,15868.486484559995
112997,317090.7347410001
112998,27711.450663940006
112999,40635.74996409999
113000,16181.686834360002
113001,39701.9474646
113002,38888.83794284002
113003,57995.90495960001
113004,100124.95896289997
113005,38088.356547110016
113006,24854.651070739994
113007,15193.236846990008
113008,25168.40109211999
113009,19669.88466145
113010,32220.957675909987
113011,52529.452972600004
113012,50765.832933720005
113013,36521.552655850006
113014,74985.09551810003
113015,182249.58211089994
113016,428534.42790499993
113017,96036.98946370003
113018,40537.72144329999
113019,128532.57120359996
113020,43232.4186996
113021,20316.754088730013
113022,64368.4571588
113023,57269.52291679998
113024,84215.05971210002
113025,24921.71474166999
113026,16654.220215750003
113027,30071.169315799998
113028,25743.831319809986
113029,212714.71443800002
113030,102908.78493910002
113031,50763.689914300005
113032,21443.98912177999
113033,113651.30538889999
113034,32112.02637539999
113035,34066.53840847999
113036,147634.90601920002
113037,69431.08058049998
113038,73017.62558109997
113039,111626.97087370003
113040,33753.88002786001
113041,36877.39640547998
113042,204792.00500210002
113043,20388.64723182
113044,354589.6010729999
113045,942683.3340530006
113046,36631.2251784
113047,30457.980904600005
113048,32054.20953152781
113049,121231.86946689998
113050,150275.46144170008
113051,103217.42209879999
113052,29798.411563055008
113053,71107.7508786
113054,71734.67787449999
113055,37171.655076770025
113056,91222.38545699995
113057,32652.08540918999
113058,14587.588026485
113059,51798.9975603
113060,83267.39202109998
113061,34792.564389509986
113062,65148.20977429997
113063,158111.6354376
113064,76387.72826900004
113065,42691.92672095201
113066,28468.74086476001
113067,64602.02726119999
113068,83029.04864649997
113069,22748.65898474
113070,112563.65049630002
113071,192039.08765439998
113072,34822.80442382999
113073,265428.84126500017
113074,177858.4614882
113075,22990.21981042
113076,102002.0015159
113077,56971.093280999994
113078,34411.77046820001
113079,85241.12629910004
113080,69202.71801959998
113081,99342.47737727998
113082,23553.499299729992
113083,45117.47545210002
113084,73527.93682679998
113085,33991.06932353999
113086,234560.88781400022
113087,717574.881306
113088,34983.08140211001
113089,195487.69654499996
113090,31626.884104130004
113091,46604.201640420004
113092,96018.82284929996
113093,47841.409983500016
113094,141292.6047622
113095,127200.7992446
113096,49047.8058925
113097,42958.75298610003
113098,239717.647235
113099,24948.367710907
113100,35386.53147296
113101,316875.17017399997
113102,291502.9491907001
113103,38394.375654710006
113104,36307.85207765001
113105,26858.26765062
113106,104075.12333713999
113107,93723.87569439998
113108,144157.25436239998
113109,16424.90406493
113110,45808.33459419999
113111,135796.03831530001
113112,66656.75257039999
113113,131229.55058180005
113114,43596.5755007
113115,45857.24528100001
113116,72025.26056569997
113117,216199.18702529994
113118,16186.905332543003
113119,183734.2703953999
113120,81828.41199830003
113121,45769.69344866998
113122,117905.05679720009
113123,372761.29424899997
113124,27097.633360240005
113125,144710.56899890007
113126,102256.70548450004
113127,62300.6673061
113128,36529.71832441999
113129,194389.85553630005
113130,119637.55612179995
113131,62985.99591920003
113132,95947.53768490005
113133,89457.0178187
113134,371355.955321
113135,93169.59116699999
113136,105005.44970800003
113137,36532.328412599985
113138,71225.85975880006
113139,96502.26591419999
113140,200233.32575509985
113141,74178.38321279998
113142,29716.029288280002
113143,44817.047636900024
113144,212090.60549390002
113145,97313.24571800003
113146,47731.49926009997
113147,20812.443434030007
113148,189414.85246829994
113149,42029.68890789995
113150,25766.83328247001
113151,27751.952696389988
113152,53089.69642269998
113153,180102.69075980003
113154,117388.98693029997
113155,41016.19026939999
113156,741782.0110640004
113157,171020.12525100005
113158,34368.37949559
113159,217469.88754280002
113160,28963.341742500015
113161,156448.80585280003
113162,135373.36408709994
113163,24625.160663579984
113164,36136.523132539995
113165,272374.94203200005
113166,40495.1803201
113167,162695.7433297
113168,32373.24000317001
113169,54720.56705189999
113170,181057.36426459998
113171,59135.42197109999
113172,136990.57499589995
113173,42279.651529382005
113174,92940.29186280003
113175,35773.728911100014
113176,90652.88193039998
113177,85905.32590060002
113178,25104.701240689992
113179,22016.379293750004
113180,36982.58308208
113181,47875.2376516
113182,24204.58908526999
113183,14316.278898659002
113184,37326.59235766
113185,110211.19958229996
113186,144980.9541821
113187,179986.5474534
113188,34796.19973855
113189,179392.5577455001
113190,46414.59118141
113191,28321.511922300007
113192,18009.93014316999
113193,150825.351825
113194,38039.357132230005
113195,230208.48421800003
113196,23088.063938170002
113197,715236.0982950001
113198,77193.76130430003
113199,35859.270949800004
113200,23816.71704295
113201,32610.965331850006
113202,32855.23910446998
113203,17563.716708279997
113204,120933.48611600012
113205,573170.8509489999
113206,64012.27026410003
113207,15334.350777105003
113208,238333.385628
113209,126057.39995929993
113210,111995.39980890002
113211,46573.969440169996
113212,104900.6125516
113213,55838.86333610003
113214,17873.23322147301
113215,82332.49554959996
113216,151226.9873047
113217,30289.654423399996
113218,30402.789270039983
113219,28668.336292400003
113220,160060.03149249993
113221,30480.864686434994
113222,36074.49715793002
113223,124785.17026880002
113224,28344.41010365
113225,84276.07320900004
113226,52631.444558799994
113227,67932.7891497
113228,35976.36341798998
113229,20262.13290166
113230,29671.329559869995
113231,43198.114704979984
113232,249406.747578
113233,45596.56144039998
113234,26820.591464269986
113235,212607.72731190003
113236,88216.85916600004
113237,175690.95452459995
113238,69486.84000159995
113239,18988.695491010003
113240,84241.56134690001
113241,89959.47498780003
113242,125167.38849720005
113243,88564.66510350002
113244,32210.398420610014
113245,88486.21785160003
113246,54677.6800248
113247,47968.23569309998
113248,146306.7377716
113249,99412.99042800002
113250,326907.83410350006
113251,60089.19558499999
113252,42375.66531183001
113253,23441.738931540003
113254,75231.8444365
113255,197974.6676480001
113256,32010.989708489993
113257,156595.17152220002
113258,25918.20645394
113259,16685.001569930006
113260,71992.22209750001
113261,38228.661697169984
113262,116484.15214490001
113263,558424.7261160002
113264,20266.108321911997
113265,52204.46202679999
113266,105398.1688515
113267,73964.45841299999
113268,210352.43867960005
113269,35439.27787510002
113270,24799.00408452001
113271,210670.41461399998
113272,23014.871267509996
113273,49937.444430600015
113274,161451.9996402
113275,39692.15594260002
113276,14789.974042879001
113277,30583.288379170004
113278,417436.74620499986
113279,64740.44993409999
113280,83610.7865477
113281,153816.6210663
113282,37780.370009599996
113283,74275.28701989999
113284,422291.28430999984
113285,23187.989119079997
113286,68344.70391699999
113287,137972.57898030002
113288,73289.10016829998
